ID,Name,Nationality,Club,Preferred Foot,Work Rate
220348,Isaac Carcelén,Spain,CF Rayo Majadahonda,Right,Medium/ Low
233148,Y. Nakano,Japan,Vegalta Sendai,Right,High/ Medium
184764,L. Schwechlen,France,BB Erzurumspor,Left,Low/ High
210365,Jonatan Lucca,Brazil,Os Belenenses,Right,Medium/ Medium
211901,L. Hufnagel,Georgia,SpVgg Unterhaching,Right,Medium/ Medium
213693,J. Rothwell,England,Blackburn Rovers,Right,Medium/ Medium
220605,J. Rodríguez,Colombia,CD Tenerife,Right,Medium/ Low
236477,A. Claude Maurice,France,FC Lorient,Right,Medium/ Medium
177597,R. Taylor,England,Plymouth Argyle,Left,Medium/ Low
187837,M. Mešanović,Bosnia Herzegovina,SK Slavia Praha,Right,High/ Low
199614,G. Plet,Netherlands,Alanyaspor,Right,Medium/ Medium
207806,B. Dickenson,England,Colchester United,Left,High/ Medium
232382,T. Takagi,Japan,Cerezo Osaka,Right,High/ Medium
234174,D. Thopola,South Africa,Orlando Pirates,Right,Medium/ Medium
179646,J. Juelsgård,Denmark,Aarhus GF,Left,High/ Medium
245694,A. Traoré,Mali,FC Metz,Left,High/ Low
214719,G. Sandoval,Chile,CD Antofagasta,Right,Medium/ High
166847,C. McCann,Republic of Ireland,Atlanta United,Left,Medium/ Medium
179903,O. Bozanic,Australia,Heart of Midlothian,Left,High/ Medium
222912,M. Yaghoubi,Finland,HJK Helsinki,Right,Medium/ Medium
184001,D. Gorter,Netherlands,ADO Den Haag,Left,High/ Medium
119233,T. Mears,England,West Bromwich Albion,Right,Medium/ Medium
198082,S. Diakité,Mali,Red Star FC,Right,Medium/ Medium
200130,R. Mulumba,DR Congo,KAS Eupen,Right,High/ Medium
206530,M. Høibråten,Norway,Sandefjord Fotball,Left,Low/ Medium
212418,M. Lackner,Austria,SK Sturm Graz,Right,Medium/ High
238786,O. Käuper,Germany,SV Werder Bremen,Left,High/ Medium
211395,A. Al Salem,Saudi Arabia,Al Fayha,Right,Medium/ Medium
214211,R. Vanegas,Colombia,Once Caldas,Right,High/ Medium
235971,Pablo Larrea,Spain,CD Numancia,Right,Medium/ Medium
171971,L. Craig,Scotland,St. Johnstone FC,Left,Medium/ Medium
240067,D. Gomis,France,GFC Ajaccio,Right,Medium/ Medium
216260,F. Kaufmann,Germany,FC Würzburger Kickers,Right,High/ High
222916,J. Ginnelly,England,Walsall,Right,High/ High
230084,L. Nmecha,England,Preston North End,Right,High/ Medium
241092,I. Alhassan,Nigeria,CD Nacional,Right,High/ Medium
213957,L. Crecco,Italy,Pescara,Left,Medium/ Medium
166853,D. Charles,England,Wycombe Wanderers,Left,Medium/ Medium
236997,Cris Salvador,Spain,Real Sporting de Gijón,Right,Medium/ Medium
200134,R. Benson,Republic of Ireland,Dundalk,Left,Medium/ Medium
202182,R. Riski,Finland,HJK Helsinki,Right,Medium/ Medium
224198,K. Hafez,Egypt,Medipol Başakşehir FK,Left,Medium/ Medium
201927,C. Harriott,England,Reading,Left,Medium/ Medium
241607,T. Belmonte,Argentina,Club Atlético Lanús,Right,Medium/ High
244935,B. Eleke,Nigeria,FC Luzern,Right,Medium/ Medium
194759,O. Beckles,England,Shrewsbury,Right,Medium/ High
202952,Park Jin Po,Korea Republic,Jeju United FC,Left,High/ High
206536,T. Naylor,England,Portsmouth,Right,Medium/ High
220872,G. Kiltie,Scotland,Kilmarnock,Right,High/ Medium
237768,R. Shirasaki,Japan,Shimizu S-Pulse,Right,High/ Medium
173256,T. Charles,Argentina,Club Deportes Temuco,Left,Medium/ Medium
191432,A. Falatah,Saudi Arabia,Al Qadisiyah,Left,High/ Medium
206281,I. Tarasovs,Latvia,Śląsk Wrocław,Right,Medium/ High
213449,P. Stolarski,Poland,Legia Warszawa,Right,High/ Medium
226249,M. Odjer,Ghana,US Salernitana 1919,Right,High/ High
229065,B. Niňaj,Slovakia,Fortuna Sittard,Right,Medium/ Medium
230601,Crysan,Brazil,Al Batin,Left,High/ Low
237513,O. Eddahri,Sweden,Djurgårdens IF,Right,Medium/ Medium
190665,J. Obika,England,Oxford United,Left,Medium/ Medium
225482,T. Zhamaletdinov,Russia,PFC CSKA Moscow,Right,Medium/ Medium
226506,K. Mets,Estonia,NAC Breda,Left,Medium/ High
238282,M. Coulibaly,Senegal,Udinese,Right,Medium/ Medium
192970,D. Mayor,England,Bury,Right,High/ Medium
199627,H. Pell,England,Colchester United,Right,High/ High
210381,C. Lykogiannis,Greece,Cagliari,Left,High/ Medium
216269,S. Hertner,Germany,SV Darmstadt 98,Left,Medium/ Medium
224973,Arturo Molina,Spain,Levante UD,Right,Medium/ Medium
198094,C. Warner,United States,Minnesota United FC,Right,Medium/ High
199118,V. Prodell,Sweden,IF Elfsborg,Right,Medium/ Low
231886,A. Muyl,United States,New York Red Bulls,Right,High/ High
240846,E. Apeh,Nigeria,RC Celta,Right,Medium/ Medium
233168,D. Kikuchi,Japan,Urawa Red Diamonds,Right,High/ Medium
190160,R. Austin,Jamaica,Esbjerg fB,Right,High/ High
191184,M. Machaj,Poland,Jagiellonia Białystok,Right,Medium/ Low
199121,H. Radetinac,Serbia,Djurgårdens IF,Right,Medium/ Medium
141265,M. Mikić,Croatia,Shonan Bellmare,Right,High/ Medium
232657,M. Guevgeozián,Armenia,Gimnasia y Esgrima La Plata,Right,Medium/ Low
240081,I. Lapshov,Russia,Lokomotiv Moscow,Right,Medium/ Medium
175313,E. Fejzullahu,Kosovo,Kalmar FF,Right,Medium/ Medium
188625,J. Ekstrand,Sweden,AIK,Right,Medium/ Medium
235474,G. Rolando,Italy,Sampdoria,Right,Medium/ High
237779,T. Yamashita,Japan,Cerezo Osaka,Right,Low/ High
221908,L. Morgan,Scotland,Celtic,Right,Medium/ Medium
158676,W. Kvist,Denmark,FC København,Right,Medium/ High
239572,B. Jayiya,South Africa,Kaizer Chiefs,Right,Medium/ Medium
203733,José Ángel,Spain,FK Bodø/Glimt,Left,Medium/ Medium
232405,Y. Hurtado,Colombia,Alianza Petrolera,Right,Medium/ Medium
189141,R. Söder,Sweden,IFK Göteborg,Right,High/ Medium
202966,Choi Bo Kyung,Korea Republic,Jeonbuk Hyundai Motors,Left,Medium/ High
137686,A. Hadouir,Netherlands,Excelsior,Right,Medium/ Low
224470,He Chao,China PR,Changchun Yatai FC,Right,Medium/ Medium
245718,M. Booysen,South Africa,Kaizer Chiefs,Right,Medium/ Medium
189910,C. Main,England,Motherwell,Right,High/ Medium
205015,J. Grimmer,Scotland,Coventry City,Right,High/ High
216535,J. Bandowski,Germany,VfL Bochum 1848,Left,High/ Medium
51159,Nelson Ferreira,Portugal,FC Thun,Right,Medium/ Medium
192471,A. Matuszczyk,Poland,Zagłębie Lubin,Right,Medium/ Medium
198104,D. Stahl,Germany,SpVgg Unterhaching,Right,Medium/ Medium
202968,Yun Il Lok,Korea Republic,Yokohama F. Marinos,Right,High/ Medium
210392,R. McLaughlin,Northern Ireland,Blackpool,Right,High/ Medium
242392,G. Magnani,Italy,Sassuolo,Left,Low/ High
208857,F. Bong,Cameroon,Paris FC,Right,Low/ Medium
214489,M. Restrepo,Colombia,Once Caldas,Right,Medium/ Medium
221657,T. Akindele,Canada,FC Dallas,Right,High/ Low
224217,R. van der Meer,Netherlands,Excelsior,Left,High/ Medium
158937,R. Gartler,Austria,SKN St. Pölten,Right,High/ Medium
226265,C. Lobos,Chile,Universidad Católica,Right,Medium/ Medium
190425,M. Abdellaoue,Norway,Strømsgodset IF,Right,High/ Medium
192473,L. Novak,England,Scunthorpe United,Right,High/ High
202970,Jung Seung Yong,Korea Republic,Gangwon FC,Left,Medium/ Medium
228058,L. Gugganig,Austria,SpVgg Greuther Fürth,Right,Medium/ Medium
204763,P. Steinhart,Germany,TSV 1860 München,Left,Medium/ Medium
225755,Olavide,Spain,CA Osasuna,Left,Medium/ Medium
229083,C. Jakobsen,Denmark,SønderjyskE,Right,Medium/ High
240859,Berrocal,Spain,Sevilla FC,Right,Low/ Medium
241115,R. Amaral,Uruguay,Racing Club,Left,Medium/ Low
202716,Abdón,Spain,RCD Mallorca,Left,Medium/ Medium
240860,José Lara,Spain,Sevilla FC,Left,Medium/ Low
205533,A. Juel Andersen,Denmark,Vendsyssel FF,Right,Medium/ Medium
241117,Borja Sánchez,Spain,Real Oviedo,Right,Medium/ Medium
183517,A. Ogogo,England,Coventry City,Right,Medium/ High
156894,D. Pratley,England,Charlton Athletic,Right,High/ High
233182,K. Takayama,Japan,Shonan Bellmare,Right,High/ Low
230623,S. Bakış,Turkey,FC Admira Wacker Mödling,Right,Medium/ Low
183007,Zhang Wenzhao,China PR,Guangzhou Evergrande Taobao FC,Right,High/ Medium
209888,C. Goodwin,Australia,Adelaide United,Left,High/ Medium
213984,J. Becerra,Colombia,Atlético Huila,Right,Medium/ Medium
234464,V. Ramis,Argentina,Godoy Cruz,Right,Medium/ Medium
139489,F. Torres,Mexico,Lobos BUAP,Right,Medium/ Medium
232929,M. Mihara,Japan,Vissel Kobe,Right,Medium/ Medium
194785,T. Flanagan,Northern Ireland,Sunderland,Right,Medium/ Medium
206562,L. Thompson,Wales,Norwich City,Right,High/ High
216802,J. Kaprof,Argentina,Atlético Tucumán,Right,Medium/ Low
221666,L. Mulholland,England,Real Salt Lake,Right,High/ Medium
227810,S. Aasmundsen,Norway,Kristiansund BK,Right,Medium/ Medium
238050,C. Ejuke,Nigeria,Vålerenga Fotball,Right,High/ High
243170,F. Apaolaza,Argentina,Estudiantes de La Plata,Right,High/ Low
188386,E. Butin,France,Stade Brestois 29,Right,High/ High
242915,M. Cholewiak,Poland,Śląsk Wrocław,Left,High/ Medium
193251,C. Schösswendter,Austria,1. FC Union Berlin,Right,Medium/ High
210148,R. Klaasen,Netherlands,De Graafschap,Left,Medium/ Medium
164581,M. de Jong,Canada,Vancouver Whitecaps FC,Left,Medium/ Medium
244197,Corpas,Spain,UD Almería,Right,Medium/ Medium
199398,A. Wittwer,Switzerland,FC St. Gallen,Left,Medium/ Medium
201958,E. Ebanks-Landell,England,Wolverhampton Wanderers,Right,Medium/ Medium
206054,S. Gündüz,Germany,SV Darmstadt 98,Right,High/ Medium
208614,A. Uryga,Poland,Wisła Płock,Right,Medium/ Medium
152038,J. Absalonsen,Denmark,SønderjyskE,Left,High/ High
224487,E. Brophy,Scotland,Kilmarnock,Right,High/ Medium
234727,T. Hübers,Germany,Hannover 96,Right,Medium/ Medium
234983,Q. Laçi,Albania,AC Ajaccio,Right,Medium/ Medium
244967,T. Mohamad,Syria,Ohod Club,Right,High/ High
245480,Dyjan Azevedo,Brazil,Paris FC,Right,Medium/ Medium
198377,L. Palmer,Scotland,Sheffield Wednesday,Right,Medium/ Low
229865,Óscar Pinchi,Spain,Atlético Madrid,Right,Medium/ Low
214250,M. Palacios,Colombia,Alianza Petrolera,Right,Medium/ Medium
225258,Borja,Spain,CD Lugo,Right,Medium/ High
210667,F. Vanzo,Belgium,Waasland-Beveren,Right,Medium/ Medium
214507,A. Zapata,Colombia,América de Cali,Right,Medium/ Medium
220139,S. Szmodics,England,Colchester United,Right,High/ Medium
235755,A. Trusty,United States,Philadelphia Union,Left,Low/ High
137708,F. Dick,Germany,1. FC Kaiserslautern,Right,Medium/ Medium
203500,D. Rose,England,Mansfield Town,Right,High/ Medium
221932,M. Oesterhelweg,Germany,VfL Sportfreunde Lotte,Left,Medium/ Medium
229868,D. Mignanelli,Italy,Ascoli,Left,Medium/ Medium
202989,Lee Jong Ho,Korea Republic,Ulsan Hyundai FC,Left,High/ Low
225261,Sergio Gil,Spain,CD Lugo,Left,Medium/ Medium
226541,U. Zeybek,Turkey,Fenerbahçe SK,Right,Medium/ High
230125,A. Acosta,Mexico,U.N.A.M.,Right,Medium/ Medium
232685,K. Oi,Japan,Júbilo Iwata,Right,Medium/ Medium
244973,M. Ruiz,Mexico,Querétaro,Right,High/ Medium
53741,L. Holmes,England,Exeter City,Left,Medium/ Medium
212718,D. Powers,United States,Orlando City SC,Right,High/ High
221934,S. Scougall,Scotland,St. Johnstone FC,Left,High/ Medium
165870,Cho Yong Hyung,Korea Republic,Jeju United FC,Right,Low/ High
234222,Cho Young Wook,Korea Republic,FC Seoul,Right,Medium/ High
208111,S. Sandberg,Sweden,Hammarby IF,Right,Medium/ Medium
211439,T. Gabuza,South Africa,Orlando Pirates,Right,High/ Low
216047,P. Muñoz,Chile,CD O'Higgins,Right,Medium/ Low
228591,C. Arcus,Haiti,AJ Auxerre,Right,Medium/ Medium
188399,A. Dercho,Germany,VfL Osnabrück,Left,Medium/ Medium
148720,H. Hauger,Norway,Strømsgodset IF,Right,Medium/ Medium
157168,Manu,Switzerland,Elche CF,Left,High/ High
231408,J. Leko,England,West Bromwich Albion,Right,Medium/ Medium
176368,Kim Chang Soo,Korea Republic,Ulsan Hyundai FC,Right,High/ Medium
242672,L. Ćirković,Serbia,FC Luzern,Right,Low/ Medium
244208,Isma Cerro,Spain,Real Sporting de Gijón,Right,Medium/ Medium
244464,E. Castillo,Ecuador,Club Tijuana,Right,Medium/ Medium
192496,P. Downing,England,Blackburn Rovers,Right,Low/ Medium
229873,A. Munksgaard,Denmark,FC Midtjylland,Right,High/ Medium
232177,M. Ogbu,Nigeria,IK Sirius,Right,Medium/ Medium
233457,Jang Ho Ik,Korea Republic,Suwon Samsung Bluewings,Right,High/ High
236273,K. Bartolec,Croatia,FC Nordsjælland,Right,Medium/ Medium
240625,G. Malcore,Italy,Cittadella,Right,High/ Medium
242673,V. Gvilia,Georgia,FC Luzern,Right,Medium/ Medium
228082,D. Burnić,Germany,Borussia Dortmund,Left,Medium/ Medium
229362,A. Öztürk,Turkey,Sunderland,Right,Medium/ Medium
232946,K. Taketomi,Japan,Urawa Red Diamonds,Right,Medium/ Medium
172786,M. Mancosu,Italy,Lecce,Right,Medium/ Medium
191218,D. Jaković,Canada,Los Angeles FC,Right,Low/ High
208371,M. Saeid,Sweden,IK Sirius,Left,High/ Medium
211955,U. Taffertshofer,Germany,VfL Osnabrück,Right,Medium/ High
216051,A. Medina,Argentina,Club Atlético Aldosivi,Right,High/ Low
164339,M. Papadopulos,Czech Republic,Piast Gliwice,Right,Medium/ Low
238067,N. Zaniolo,Italy,Roma,Left,High/ Medium
215028,F. Montero,Argentina,Argentinos Juniors,Right,Medium/ Medium
243956,J. Vuković,Croatia,Clube Sport Marítimo,Right,Medium/ Medium
238069,G. Carrasco,Argentina,Club Atlético Lanús,Right,Medium/ Medium
245237,I. Saavedra,Chile,Universidad Católica,Right,Medium/ Medium
188405,Z. Janjić,Bosnia Herzegovina,Korona Kielce,Right,Medium/ Low
188917,J. Skjelvik,Norway,LA Galaxy,Left,Medium/ Medium
211702,M. Endres,Germany,SpVgg Unterhaching,Right,Medium/ Medium
223222,B. Delacourt,France,KSV Cercle Brugge,Right,Medium/ Medium
241910,C. Rismark,Norway,SK Brann,Left,Medium/ High
189942,A. Ligi,Italy,Carpi,Right,Medium/ High
198135,D. Lachman,Curacao,PEC Zwolle,Right,Medium/ Medium
227575,M. Riascos,Colombia,Al Batin,Right,Medium/ Medium
232439,L. Vignali,Italy,Spezia,Right,Medium/ Medium
233463,S. Skålevik,Norway,SK Brann,Right,High/ Medium
234231,M. Djetei,Cameroon,Gimnàstic de Tarragona,Right,Medium/ Medium
239351,A. Fuchs,Germany,1. FC Nürnberg,Right,High/ High
200952,M. Könnecke,Germany,FSV Zwickau,Right,Medium/ Medium
227832,E. Yao Guy,Ivory Coast,FC Lugano,Right,Medium/ Medium
183544,G. Burke,Republic of Ireland,Preston North End,Left,High/ Medium
200953,C. Hemlein,Germany,1. FC Kaiserslautern,Right,Medium/ Medium
225273,M. Døhr Thychosen,Denmark,FC Midtjylland,Right,High/ High
177657,A. Nordvik,Norway,Odds BK,Left,Medium/ High
200954,D. Thomalla,Germany,1. FC Heidenheim 1846,Right,Medium/ Medium
201978,P. Parzyszek,Poland,Piast Gliwice,Right,High/ High
206074,M. Fornasier,Italy,Pescara,Right,Medium/ Medium
212986,Michel Douglas,Brazil,CD Aves,Left,Medium/ Medium
187898,M. Çelik,Sweden,BK Häcken,Right,Medium/ Low
211195,L. Woudenberg,Netherlands,SC Heerenveen,Left,High/ High
233467,D. Vega,Costa Rica,SK Brann,Left,High/ Medium
244731,N. Rusyn,Ukraine,Dynamo Kyiv,Right,Medium/ Medium
246011,Víctor,Spain,Deportivo de La Coruña,Right,High/ Medium
212988,A. Deja,Poland,Arka Gdynia,Right,Medium/ High
215036,F. Cornejo,Chile,Audax Italiano,Right,Medium/ Medium
220156,A. Balboa,Uruguay,Belgrano de Córdoba,Right,Medium/ Low
158716,D. Edwards,Wales,Reading,Right,High/ High
228348,F. Rherras,Morocco,AS Béziers,Right,High/ Medium
200957,C. Mavrias,Greece,Hibernian,Right,High/ Medium
207613,E. Martinez,Uruguay,Colorado Rapids,Right,High/ High
219133,A. Gómez,Peru,Minnesota United FC,Left,Medium/ Medium
239357,C. Gebauer,Austria,SCR Altach,Right,Medium/ Medium
205054,K. Naismith,Scotland,Wigan Athletic,Left,High/ Medium
208638,Rober Correa,Spain,Cádiz CF,Right,Medium/ Medium
214270,C. Escobar,Chile,San Luis de Quillota,Right,Medium/ Medium
229118,J. Smeets,Netherlands,Fortuna Sittard,Right,Medium/ High
233470,Borja Galán,Spain,AD Alcorcón,Right,Medium/ Medium
53502,D. Sjölund,Finland,IFK Norrköping,Left,Low/ Medium
224511,E. Bonifacio,Argentina,Gimnasia y Esgrima La Plata,Right,Medium/ Medium
234239,G. Hein,France,FC Metz,Left,High/ Medium
237823,H. Abe,Japan,Kashima Antlers,Right,Medium/ Medium
243968,A. De Bruyn,Belgium,Sint-Truidense VV,Right,High/ Low
186112,J. Akinde,England,Lincoln City,Right,Medium/ Low
200449,D. McGregor,Scotland,Hibernian,Right,High/ Medium
227329,Pastrana,Spain,RC Celta,Left,Medium/ Medium
188417,A. Fernández,Uruguay,San Martin de Tucumán,Right,Medium/ Medium
244482,I. Rondanini,Italy,Brescia,Right,Medium/ High
207619,W. Creavalle,Guyana,Philadelphia Union,Right,Low/ High
156675,A. Considine,Scotland,Aberdeen,Left,Medium/ High
229891,J. Ryerson,Norway,1. FC Union Berlin,Right,High/ High
232195,J. Ríos,Colombia,Alianza Petrolera,Right,Medium/ Medium
239363,K. Dabila,Ivory Coast,LOSC Lille,Right,Medium/ Medium
246275,Avilés,Spain,CD Leganés,Right,Medium/ Medium
230404,Benjamin Muscato,Brazil,Chapecoense,Right,Medium/ Medium
180740,N. Topor-Stanley,Australia,Newcastle Jets,Left,Low/ Medium
236037,P. Clement,Netherlands,Reading,Right,Medium/ Medium
206086,H. Toffolo,England,Lincoln City,Left,High/ Medium
225542,C. Colkett,England,Shrewsbury,Left,Medium/ Medium
225798,B. Çamoğlu,Turkey,Karlsruher SC,Right,Medium/ Medium
165894,Yang Dong Hyen,Korea Republic,Cerezo Osaka,Right,Medium/ Low
244230,A. Dobos,Hungary,Fortuna Sittard,Left,High/ Low
203015,Lee Woong Hee,Korea Republic,FC Seoul,Right,Medium/ High
229383,M. Savastano,Netherlands,AZ Alkmaar,Left,Medium/ Medium
238599,N. Granatowski,Germany,SV Meppen,Right,High/ High
211720,M. Stiefler,Germany,Karlsruher SC,Right,High/ High
214280,L. Pavez,Chile,Unión Española,Left,Medium/ Medium
239368,M. Bakker,Netherlands,Ajax,Left,High/ Medium
241928,A. Sambi Lokonga,Belgium,RSC Anderlecht,Right,Medium/ Medium
220937,M. Pérez Acuña,Argentina,Club Atlético Tigre,Right,Medium/ Medium
221705,K. Dempsey,England,Fleetwood Town,Right,High/ Medium
238089,Lee You Hyeon,Korea Republic,Jeonnam Dragons,Right,High/ High
242185,Y. Quintana,Uruguay,San Jose Earthquakes,Right,Low/ High
204554,R. Bennett,England,Peterborough United,Right,Medium/ High
190474,B. Sverrisson,Iceland,Aarhus GF,Left,Medium/ Medium
244235,H. Gong,Nigeria,Vitesse,Right,Medium/ Medium
184587,T. Kupisz,Poland,Ascoli,Right,High/ Medium
210700,M. Abusabaan,Saudi Arabia,Al Faisaly,Right,Medium/ Medium
214028,C. Amaya,Colombia,Once Caldas,Right,Medium/ Low
223756,M. Schulz,Germany,FC Luzern,Right,Medium/ High
161804,O. Rojas,Mexico,Lobos BUAP,Right,Medium/ Medium
219661,P. Jaroszyński,Poland,Chievo Verona,Left,Medium/ Medium
222477,L. Reed,England,Peterborough United,Right,High/ High
180749,T. Elrich,Australia,Western Sydney Wanderers,Right,High/ Medium
214030,C. Rentería,Colombia,Deportes Tolima,Right,Medium/ Medium
163342,S. Cox,Republic of Ireland,Southend United,Right,High/ High
242958,P. Jaeckel,Germany,SpVgg Greuther Fürth,Right,Medium/ Medium
244238,J. Bijol,Slovenia,PFC CSKA Moscow,Right,Medium/ Medium
244750,Z. Kozulj,Bosnia Herzegovina,Pogoń Szczecin,Right,Medium/ Medium
184334,Song Jin Hyung,Korea Republic,FC Seoul,Right,High/ Medium
221711,C. Duvall,United States,Montreal Impact,Right,Medium/ High
243983,M. Naamani,Algeria,Al Fateh,Right,Medium/ Medium
199440,M. Gollner,Austria,Wolfsberger AC,Left,Medium/ Medium
205072,D. Pedersen,Denmark,Lillestrøm SK,Right,Medium/ Medium
224528,O. Berber,Turkey,Kayserispor,Left,Medium/ Medium
192528,Steven Vitória,Canada,Lechia Gdańsk,Right,Medium/ Medium
202769,B. Stokke,Norway,Randers FC,Left,High/ Low
204817,M. Ospitalieri,Belgium,Fortuna Sittard,Left,Medium/ Medium
212753,S. Mauk,Australia,Brisbane Roar,Right,Medium/ Medium
167697,S. O'Donnell,Republic of Ireland,Dundalk,Left,Medium/ Medium
244497,Marquinhos Cipriano,Brazil,Shakhtar Donetsk,Left,High/ Medium
205586,I. Vassell,England,Birmingham City,Right,Medium/ Medium
213778,T. Lehne Olsen,Norway,Lillestrøm SK,Right,High/ Low
228882,S. Pontisso,Italy,Udinese,Right,Medium/ High
230418,Henrique Jardinel,Brazil,América FC (Minas Gerais),Right,Medium/ Medium
242194,C. Almeida,Uruguay,Defensa y Justicia,Left,Medium/ Medium
211987,R. Yalçın,Germany,Çaykur Rizespor,Right,Medium/ Medium
227859,Jeong Hyun Cheol,Korea Republic,FC Seoul,Right,Low/ High
242195,M. McKenzie,United States,Philadelphia Union,Right,Medium/ Medium
239380,N. Lang,Netherlands,Ajax,Right,High/ Medium
245013,J. Jigauri,Georgia,Grenoble Foot 38,Right,Medium/ Medium
188181,D. Moxey,England,Exeter City,Left,High/ Medium
202518,C. Wernitznig,Austria,Wolfsberger AC,Right,Medium/ Medium
149270,C. Valeri,Australia,Melbourne Victory,Right,Medium/ High
219158,M. Mosquera,Colombia,Patriotas Boyacá FC,Left,High/ Medium
200471,D. Chima Chukwu,Nigeria,Molde FK,Right,High/ High
203287,E. Harrison,Wales,Ipswich Town,Right,High/ Medium
207895,T. Wendel,Germany,VfL Sportfreunde Lotte,Right,Medium/ High
213271,A. Coly,Senegal,Kristiansund BK,Right,High/ Medium
228375,M. Vera,Argentina,CD O'Higgins,Left,Medium/ Medium
169495,R. De Vita,Italy,Livingston FC,Right,High/ Medium
212248,F. Lohkemper,Germany,1. FC Magdeburg,Right,Medium/ Medium
228632,M. Ajani,Germany,Hallescher FC,Right,Medium/ Medium
172568,M. Lund Nielsen,Denmark,Sarpsborg 08 FF,Right,High/ High
239128,T. Mpati,Belgium,Sporting Lokeren,Right,High/ High
245528,Edu Espiau,Spain,UD Las Palmas,Right,Medium/ Low
200217,H. Acosta,Mexico,Deportivo Toluca,Right,Low/ High
